Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID,10
6/29/13,1:33:07,68.0,76,7,,19,
6/30/13,2:33:07,66.0,74,14,,4,
6/1/13,3:33:07,67.0,62,1,,1,
6/2/13,4:33:07,70.0,73,14,12.0,4,
6/3/13,5:33:07,65.0,62,2,12.0,19,
6/4/13,6:33:07,65.0,75,8,21.0,20,
6/5/13,7:33:07,67.0,77,19,13.0,16,
6/6/13,8:33:07,66.0,66,5,14.0,17,
6/7/13,9:33:07,66.0,58,3,1.0,5,
6/8/13,10:33:07,67.0,70,10,6.0,1,
6/9/13,11:33:07,69.0,55,2,7.0,6,
6/10/13,12:33:07,70.0,61,8,26.0,10,
6/11/13,13:33:07,70.0,80,1,26.0,20,
6/12/13,14:33:07,65.0,80,17,24.0,17,
6/13/13,15:33:07,65.0,75,16,20.0,18,
6/14/13,16:33:07,67.0,64,7,14.0,19,
6/15/13,17:33:07,67.0,68,16,15.0,6,
6/16/13,18:33:07,69.0,61,16,,14,
6/17/13,19:33:07,,72,5,,7,
6/18/13,20:33:07,68.0,60,10,21.0,3,
6/19/13,21:33:07,,64,9,,15,
6/20/13,22:33:07,66.0,61,12,20.0,15,
6/21/13,23:33:07,70.0,59,19,15.0,9,
6/22/13,0:00:01,66.0,77,8,4.0,15,
6/23/13,1:00:01,65.0,57,19,24.0,15,
6/24/13,2:00:01,70.0,66,5,5.0,9,
6/25/13,3:00:01,67.0,55,10,10.0,17,
6/26/13,4:00:01,66.0,64,17,,8,
6/27/13,5:00:01,70.0,75,5,1.0,16,
6/28/13,6:00:01,65.0,77,1,21.0,15,
6/29/13,7:00:01,65.0,59,15,21.0,19,
6/30/13,8:00:01,67.0,80,3,14.0,19,
6/1/13,9:00:01,67.0,55,8,18.0,8,
6/2/13,10:00:01,67.0,71,12,8.0,11,
6/3/13,11:00:01,70.0,63,10,16.0,20,
6/4/13,12:00:01,,80,15,,2,
6/5/13,13:00:01,69.0,59,16,30.0,17,
6/6/13,14:00:01,65.0,74,15,9.0,15,
6/7/13,15:00:01,69.0,66,8,,13,
6/8/13,16:00:01,67.0,67,12,4.0,20,
6/9/13,17:00:01,69.0,75,3,,13,
6/10/13,18:00:01,70.0,73,7,9.0,1,
6/11/13,19:00:01,,68,3,4.0,14,
6/12/13,20:00:01,65.0,55,6,14.0,7,
6/13/13,21:00:01,70.0,71,6,5.0,20,
6/14/13,22:00:01,69.0,62,6,14.0,4,
6/15/13,23:00:01,70.0,70,8,21.0,4,
6/16/13,0:13:19,,74,2,22.0,12,
6/17/13,1:13:19,65.0,72,10,30.0,16,
6/18/13,2:13:19,65.0,74,7,7.0,18,
6/19/13,3:13:19,69.0,65,4,4.0,7,
6/20/13,4:13:19,68.0,73,16,5.0,10,
6/21/13,5:13:19,65.0,67,1,9.0,10,
6/22/13,6:13:19,70.0,78,4,,12,
6/23/13,7:13:19,67.0,61,18,3.0,9,
6/24/13,8:13:19,,66,9,18.0,2,
6/25/13,9:13:19,66.0,77,15,17.0,16,
6/26/13,10:13:19,65.0,79,15,13.0,20,
6/27/13,11:13:19,67.0,76,7,18.0,12,
6/28/13,12:13:19,70.0,57,9,12.0,1,
6/29/13,13:13:19,67.0,73,15,6.0,12,
6/30/13,14:13:19,68.0,62,9,10.0,3,
6/1/13,15:13:19,65.0,71,4,21.0,13,
6/2/13,16:13:19,67.0,69,19,11.0,12,
6/3/13,17:13:19,66.0,79,7,10.0,10,
6/4/13,18:13:19,67.0,55,4,28.0,17,
6/5/13,19:13:19,70.0,76,8,13.0,18,
6/6/13,20:13:19,,58,17,1.0,3,
6/7/13,21:13:19,66.0,62,1,27.0,1,
6/8/13,22:13:19,67.0,69,11,12.0,5,
6/9/13,23:13:19,65.0,63,8,29.0,14,
6/10/13,0:43:51,68.0,56,13,13.0,10,
6/11/13,1:43:51,67.0,60,4,20.0,6,
6/12/13,2:43:51,66.0,59,13,22.0,3,
6/13/13,3:43:51,66.0,76,11,1.0,6,
6/14/13,4:43:51,67.0,55,12,9.0,5,
6/15/13,5:43:51,66.0,57,19,5.0,4,
6/16/13,6:43:51,65.0,75,8,1.0,6,
6/17/13,7:43:51,67.0,63,20,22.0,10,
6/18/13,8:43:51,69.0,77,14,11.0,12,
6/19/13,9:43:51,67.0,71,8,19.0,2,
6/20/13,10:43:51,65.0,79,2,13.0,1,
6/21/13,11:43:51,70.0,63,19,21.0,8,
6/22/13,12:43:51,69.0,62,13,24.0,10,
6/23/13,13:43:51,70.0,58,13,9.0,14,
6/24/13,14:43:51,66.0,66,4,,7,
6/25/13,15:43:51,67.0,76,5,20.0,6,
6/26/13,16:43:51,66.0,55,11,6.0,5,
6/27/13,17:43:51,,67,11,25.0,7,
6/28/13,18:43:51,69.0,70,15,23.0,17,
6/29/13,19:43:51,65.0,64,9,24.0,1,
6/30/13,20:43:51,70.0,61,12,21.0,8,
6/1/13,21:43:51,67.0,70,1,26.0,17,
6/2/13,22:43:51,,80,2,6.0,4,
6/3/13,23:43:51,65.0,77,7,11.0,6,
6/4/13,0:13:20,70.0,63,18,14.0,15,
6/5/13,1:13:20,69.0,71,1,9.0,11,
6/6/13,2:13:20,69.0,74,15,30.0,8,
6/7/13,3:13:20,65.0,74,15,10.0,15,
6/8/13,4:13:20,,74,14,14.0,12,
6/9/13,5:13:20,66.0,62,20,18.0,10,
6/10/13,6:13:20,70.0,66,13,,8,
6/11/13,7:13:20,66.0,77,5,29.0,19,
6/12/13,8:13:20,67.0,79,3,23.0,15,
6/13/13,9:13:20,,71,9,12.0,2,
6/14/13,10:13:20,67.0,64,17,25.0,5,
6/15/13,11:13:20,69.0,57,5,12.0,2,
6/16/13,12:13:20,68.0,66,17,8.0,10,
6/17/13,13:13:20,69.0,80,3,24.0,5,
6/18/13,14:13:20,67.0,62,13,29.0,14,
6/19/13,15:13:20,67.0,68,5,12.0,9,
6/20/13,16:13:20,68.0,80,6,1.0,4,
6/21/13,17:13:20,65.0,80,9,2.0,10,
6/22/13,18:13:20,70.0,58,17,1.0,15,
6/23/13,19:13:20,70.0,79,8,,4,
6/24/13,20:13:20,67.0,59,4,25.0,18,
6/25/13,21:13:20,67.0,73,6,7.0,13,
6/26/13,22:13:20,65.0,61,10,2.0,14,
6/27/13,23:13:20,,76,5,2.0,4,
6/28/13,0:33:07,68.0,79,1,15.0,3,
6/29/13,1:33:07,65.0,70,16,5.0,3,
6/30/13,2:33:07,68.0,60,14,19.0,17,
6/1/13,3:33:07,68.0,76,13,19.0,2,
6/2/13,4:33:07,70.0,63,3,19.0,6,
6/3/13,5:33:07,69.0,76,12,4.0,13,
6/4/13,6:33:07,65.0,61,13,1.0,19,
6/5/13,7:33:07,66.0,59,15,30.0,1,
6/6/13,8:33:07,68.0,70,2,4.0,16,
6/7/13,9:33:07,69.0,71,12,,13,
6/8/13,10:33:07,67.0,58,12,28.0,20,
6/9/13,11:33:07,66.0,65,6,4.0,4,
6/10/13,12:33:07,67.0,70,19,2.0,2,
6/11/13,13:33:07,67.0,65,12,22.0,12,
6/12/13,14:33:07,,68,15,13.0,5,
6/13/13,15:33:07,70.0,75,10,2.0,17,
6/14/13,16:33:07,67.0,79,15,19.0,8,
6/15/13,17:33:07,65.0,62,20,22.0,20,
6/16/13,18:33:07,65.0,62,5,11.0,19,
6/17/13,19:33:07,67.0,60,2,23.0,5,
6/18/13,20:33:07,66.0,76,1,28.0,14,
6/19/13,21:33:07,66.0,55,17,13.0,3,
6/20/13,22:33:07,69.0,77,7,23.0,7,
6/21/13,23:33:07,70.0,74,9,7.0,20,
6/22/13,0:45:56,69.0,61,14,,20,
6/23/13,1:45:56,65.0,62,4,24.0,19,
6/24/13,2:45:56,68.0,78,16,30.0,5,
6/25/13,3:45:56,67.0,57,12,21.0,16,
6/26/13,4:45:56,67.0,57,5,29.0,13,
6/27/13,5:45:56,70.0,71,2,7.0,3,
6/28/13,6:45:56,67.0,64,3,10.0,18,
6/29/13,7:45:56,68.0,67,15,,16,
6/30/13,8:45:56,66.0,68,4,,7,
6/1/13,9:45:56,,56,16,20.0,3,
6/2/13,10:45:56,67.0,63,17,28.0,10,
6/3/13,11:45:56,,72,13,24.0,15,
6/4/13,12:45:56,70.0,56,18,30.0,19,
6/5/13,13:45:56,68.0,64,11,14.0,19,
6/6/13,14:45:56,69.0,57,6,27.0,14,
6/7/13,15:45:56,70.0,70,19,23.0,12,
6/8/13,16:45:56,,61,3,28.0,1,
6/9/13,17:45:56,65.0,77,17,23.0,7,
6/10/13,18:45:56,66.0,78,19,27.0,5,
6/11/13,19:45:56,68.0,63,8,27.0,3,
6/12/13,20:45:56,65.0,66,14,5.0,6,
6/13/13,21:45:56,67.0,69,8,18.0,4,
6/14/13,22:45:56,66.0,63,17,23.0,7,
6/15/13,23:45:56,68.0,62,3,7.0,11,
6/16/13,0:45:56,69.0,67,19,27.0,9,
6/17/13,1:45:56,70.0,61,11,19.0,15,
6/18/13,2:45:56,68.0,69,8,18.0,15,
6/19/13,3:45:56,68.0,79,7,13.0,8,
6/20/13,4:45:56,,71,13,21.0,4,
6/21/13,5:45:56,66.0,62,15,,16,
6/22/13,6:45:56,70.0,57,7,,5,
6/23/13,7:45:56,66.0,70,11,4.0,7,
6/24/13,8:45:56,68.0,60,20,3.0,14,
6/25/13,9:45:56,69.0,63,20,23.0,4,
6/26/13,10:45:56,69.0,71,14,8.0,13,
6/27/13,11:45:56,69.0,76,12,,17,
6/28/13,12:45:56,70.0,68,3,18.0,1,
6/29/13,13:45:56,70.0,77,18,15.0,8,
6/30/13,14:45:56,70.0,60,7,9.0,9,
6/1/13,15:45:56,69.0,60,14,20.0,5,
6/2/13,16:45:56,66.0,56,5,23.0,11,
6/3/13,17:45:56,66.0,77,17,9.0,17,
6/4/13,18:45:56,65.0,79,14,8.0,2,
6/5/13,19:45:56,,66,12,26.0,18,
6/6/13,20:45:56,70.0,66,5,18.0,5,
6/7/13,21:45:56,66.0,71,10,19.0,19,
6/8/13,22:45:56,68.0,69,15,21.0,11,
6/9/13,23:45:56,,72,20,22.0,17,
6/10/13,0:45:56,66.0,76,8,9.0,17,
6/11/13,1:45:56,66.0,61,2,21.0,20,
6/12/13,2:45:56,,67,3,28.0,12,
6/13/13,3:45:56,70.0,78,5,30.0,10,
6/14/13,4:45:56,67.0,63,3,21.0,18,
6/15/13,5:45:56,66.0,66,11,26.0,13,
6/16/13,6:45:56,68.0,80,10,28.0,4,
6/17/13,7:45:56,66.0,67,1,14.0,17,
6/18/13,8:45:56,68.0,70,6,11.0,16,
6/19/13,9:45:56,68.0,74,7,12.0,10,
6/20/13,10:45:56,66.0,74,2,19.0,4,
6/21/13,11:45:56,65.0,79,14,30.0,11,
6/22/13,12:45:56,66.0,65,16,,5,
6/23/13,13:45:56,69.0,73,2,4.0,6,
6/24/13,14:45:56,65.0,73,15,4.0,1,
6/25/13,15:45:56,70.0,62,14,27.0,14,
6/26/13,16:45:56,70.0,59,18,7.0,16,
6/27/13,17:45:56,70.0,76,8,2.0,17,
6/28/13,18:45:56,67.0,71,15,14.0,12,
6/29/13,0:00:01,68.0,61,18,13.0,9,
6/30/13,1:00:01,69.0,57,2,27.0,19,
6/1/13,2:00:01,70.0,58,15,9.0,19,
6/2/13,3:00:01,65.0,76,9,26.0,10,
6/3/13,4:00:01,69.0,80,10,3.0,17,
6/4/13,5:00:01,68.0,56,15,16.0,17,
6/5/13,6:00:01,68.0,69,19,30.0,3,
6/6/13,7:00:01,70.0,56,10,4.0,18,
6/7/13,8:00:01,68.0,71,9,19.0,8,
6/8/13,9:00:01,,69,11,18.0,16,
6/9/13,10:00:01,66.0,59,17,17.0,2,
6/10/13,11:00:01,69.0,67,4,22.0,12,
6/11/13,12:00:01,67.0,68,11,20.0,5,
6/12/13,13:00:01,69.0,78,14,4.0,2,
6/13/13,14:00:01,,56,9,19.0,20,
6/14/13,15:00:01,65.0,73,12,23.0,14,
6/15/13,16:00:01,70.0,58,1,27.0,12,
6/16/13,17:00:01,65.0,75,6,12.0,11,
6/17/13,18:00:01,68.0,65,3,18.0,3,
6/18/13,19:00:01,65.0,55,15,2.0,10,
6/19/13,20:00:01,65.0,80,3,11.0,2,
6/20/13,21:00:01,67.0,71,19,5.0,1,
6/21/13,22:00:01,67.0,56,8,16.0,20,
6/22/13,23:00:01,68.0,80,12,,4,
6/23/13,0:13:19,70.0,78,6,27.0,18,
6/24/13,1:13:19,,68,16,,5,
6/25/13,2:13:19,69.0,77,13,27.0,12,
6/26/13,3:13:19,66.0,75,1,30.0,17,
6/27/13,4:13:19,67.0,70,11,6.0,4,
6/28/13,5:13:19,67.0,67,10,30.0,19,
6/29/13,6:13:19,69.0,76,4,25.0,1,
6/30/13,7:13:19,69.0,72,11,23.0,8,
6/1/13,8:13:19,65.0,74,5,5.0,16,
6/2/13,9:13:19,66.0,79,4,29.0,7,
6/3/13,10:13:19,67.0,66,20,,10,
6/4/13,11:13:19,68.0,56,8,,1,
6/5/13,12:13:19,66.0,57,3,25.0,11,
6/6/13,13:13:19,67.0,80,6,21.0,5,
6/7/13,14:13:19,68.0,67,18,5.0,20,
6/8/13,15:13:19,65.0,71,20,13.0,1,
6/9/13,16:13:19,69.0,74,4,28.0,1,
6/10/13,17:13:19,68.0,60,7,1.0,10,
6/11/13,18:13:19,69.0,80,17,12.0,19,
6/12/13,19:13:19,70.0,71,20,9.0,14,
6/13/13,20:13:19,66.0,71,12,18.0,17,
6/14/13,21:13:19,65.0,73,10,28.0,15,
6/15/13,22:13:19,70.0,56,11,2.0,7,
6/16/13,23:13:19,70.0,63,6,17.0,16,
6/17/13,0:43:51,66.0,75,4,21.0,5,
6/18/13,1:43:51,70.0,76,4,6.0,8,
6/19/13,2:43:51,65.0,55,13,7.0,13,
6/20/13,3:43:51,66.0,64,7,,11,
6/21/13,4:43:51,70.0,79,5,1.0,13,
6/22/13,5:43:51,66.0,69,5,,13,
6/23/13,6:43:51,70.0,57,11,17.0,20,
6/24/13,7:43:51,68.0,57,13,10.0,10,
6/25/13,8:43:51,67.0,77,16,3.0,1,
6/26/13,9:43:51,68.0,77,6,10.0,8,
6/27/13,10:43:51,65.0,71,5,7.0,16,
6/28/13,11:43:51,68.0,77,19,18.0,3,
6/29/13,12:43:51,69.0,65,1,30.0,16,
6/30/13,13:43:51,67.0,73,1,20.0,15,
6/1/13,14:43:51,68.0,71,11,20.0,18,
6/2/13,15:43:51,68.0,62,3,12.0,16,
6/3/13,16:43:51,69.0,74,2,29.0,6,
6/4/13,17:43:51,,80,1,8.0,17,
6/5/13,18:43:51,68.0,57,8,1.0,17,
6/6/13,19:43:51,65.0,57,6,1.0,5,
6/7/13,20:43:51,70.0,58,17,16.0,4,
6/8/13,21:43:51,66.0,63,10,,16,
6/9/13,22:43:51,68.0,71,8,14.0,4,
6/10/13,23:43:51,70.0,75,5,28.0,18,
6/11/13,0:13:20,70.0,74,13,13.0,7,
6/12/13,1:13:20,69.0,58,1,11.0,20,
6/13/13,2:13:20,,62,17,5.0,17,
6/14/13,3:13:20,,56,15,16.0,7,
6/15/13,4:13:20,68.0,58,3,26.0,16,
6/16/13,5:13:20,68.0,70,4,16.0,1,
6/17/13,6:13:20,67.0,63,15,26.0,14,
6/18/13,7:13:20,67.0,63,11,9.0,10,
6/19/13,8:13:20,68.0,58,1,24.0,9,
6/20/13,9:13:20,69.0,59,1,8.0,13,
6/21/13,10:13:20,65.0,60,7,16.0,14,
6/22/13,11:13:20,66.0,65,4,9.0,19,
6/23/13,12:13:20,66.0,80,2,9.0,6,
6/24/13,13:13:20,66.0,80,5,15.0,17,
6/25/13,14:13:20,68.0,77,14,28.0,4,
6/26/13,15:13:20,65.0,66,11,,4,
6/27/13,16:13:20,69.0,59,2,4.0,18,
6/28/13,17:13:20,67.0,65,12,8.0,16,
6/29/13,18:13:20,65.0,63,17,22.0,16,
6/30/13,19:13:20,68.0,64,2,21.0,6,
6/1/13,20:13:20,70.0,67,4,,14,
6/2/13,21:13:20,65.0,68,7,19.0,18,
6/3/13,22:13:20,65.0,66,4,10.0,11,
6/4/13,23:13:20,66.0,80,1,23.0,4,
6/5/13,0:33:07,69.0,59,13,23.0,16,
6/6/13,1:33:07,,71,16,12.0,5,
6/7/13,2:33:07,65.0,62,7,12.0,1,
6/8/13,3:33:07,68.0,55,6,27.0,12,
6/9/13,4:33:07,68.0,71,2,5.0,5,
6/10/13,5:33:07,65.0,68,19,19.0,16,
6/11/13,6:33:07,,71,15,2.0,2,
6/12/13,7:33:07,66.0,77,14,27.0,16,
6/13/13,8:33:07,66.0,64,15,27.0,12,
6/14/13,9:33:07,65.0,56,4,6.0,16,
6/15/13,10:33:07,69.0,61,14,,19,
6/16/13,11:33:07,69.0,65,9,6.0,3,
6/17/13,12:33:07,69.0,64,2,26.0,19,
6/18/13,13:33:07,68.0,56,2,7.0,13,
6/19/13,14:33:07,68.0,73,16,19.0,9,
6/20/13,15:33:07,70.0,67,8,17.0,15,
6/21/13,16:33:07,65.0,80,1,10.0,18,
6/22/13,17:33:07,66.0,59,17,23.0,12,
6/23/13,18:33:07,68.0,77,1,,6,
6/24/13,19:33:07,67.0,78,13,,2,
6/25/13,20:33:07,66.0,56,5,7.0,17,
6/26/13,21:33:07,67.0,59,20,27.0,19,
6/27/13,22:33:07,66.0,80,16,12.0,3,
6/28/13,23:33:07,66.0,63,1,8.0,14,
6/29/13,0:00:01,70.0,68,5,6.0,14,
6/30/13,1:00:01,67.0,67,15,26.0,3,
6/1/13,2:00:01,67.0,72,19,7.0,8,
6/2/13,3:00:01,69.0,69,9,5.0,7,
6/3/13,4:00:01,70.0,58,9,24.0,20,
6/4/13,5:00:01,65.0,65,9,24.0,12,
6/5/13,6:00:01,,79,11,23.0,11,
6/6/13,7:00:01,66.0,78,3,29.0,15,
6/7/13,8:00:01,66.0,63,8,17.0,11,
6/8/13,9:00:01,69.0,59,11,,11,
6/9/13,10:00:01,65.0,55,3,,15,
6/10/13,11:00:01,69.0,71,4,14.0,17,
6/11/13,12:00:01,69.0,67,4,9.0,3,
6/12/13,13:00:01,69.0,75,5,27.0,5,
6/13/13,14:00:01,69.0,67,1,13.0,15,
6/14/13,15:00:01,,62,14,19.0,14,
6/15/13,16:00:01,69.0,58,7,12.0,3,
6/16/13,17:00:01,68.0,75,8,17.0,16,
6/17/13,18:00:01,65.0,69,19,10.0,13,
6/18/13,19:00:01,70.0,80,6,25.0,13,
6/19/13,20:00:01,66.0,55,1,15.0,13,
6/20/13,21:00:01,,78,8,1.0,2,
6/21/13,22:00:01,65.0,74,1,28.0,2,
6/22/13,23:00:01,66.0,77,1,2.0,8,
6/23/13,0:13:19,67.0,78,17,,2,
6/24/13,1:13:19,68.0,68,20,3.0,1,
6/25/13,2:13:19,69.0,66,18,12.0,9,
6/26/13,3:13:19,67.0,57,5,10.0,13,
6/27/13,4:13:19,70.0,75,17,17.0,15,
6/28/13,5:13:19,67.0,55,15,,15,
6/29/13,6:13:19,65.0,67,17,8.0,5,
6/30/13,7:13:19,65.0,56,1,,1,
6/1/13,8:13:19,67.0,78,7,14.0,18,
6/2/13,9:13:19,67.0,59,8,16.0,20,
6/3/13,10:13:19,67.0,74,17,11.0,8,
6/4/13,11:13:19,66.0,56,4,24.0,16,
6/5/13,12:13:19,65.0,72,9,,20,
6/6/13,13:13:19,70.0,74,19,28.0,9,
6/7/13,14:13:19,68.0,72,16,12.0,17,
6/8/13,15:13:19,67.0,65,13,29.0,7,
6/9/13,16:13:19,70.0,62,14,27.0,14,
6/10/13,17:13:19,69.0,74,3,12.0,16,
6/11/13,18:13:19,,60,17,16.0,6,
6/12/13,19:13:19,68.0,56,8,,16,
6/13/13,20:13:19,70.0,61,12,,9,
6/14/13,21:13:19,,60,19,26.0,14,
6/15/13,22:13:19,66.0,66,14,14.0,1,
6/16/13,23:13:19,70.0,80,20,25.0,6,
6/17/13,0:43:51,,65,4,22.0,18,
6/18/13,1:43:51,65.0,78,14,30.0,12,
6/19/13,2:43:51,69.0,57,12,19.0,10,
6/20/13,3:43:51,66.0,74,2,9.0,6,
6/21/13,4:43:51,66.0,79,8,9.0,20,
6/22/13,5:43:51,66.0,63,15,12.0,4,
6/23/13,6:43:51,69.0,80,9,24.0,19,
6/24/13,7:43:51,69.0,60,1,30.0,13,
6/25/13,8:43:51,68.0,76,9,,14,
6/26/13,9:43:51,69.0,74,18,1.0,20,
6/27/13,10:43:51,65.0,61,6,14.0,8,
6/28/13,11:43:51,70.0,71,16,7.0,20,
6/29/13,12:43:51,67.0,70,7,11.0,19,
6/30/13,13:43:51,65.0,56,7,6.0,3,
6/1/13,14:43:51,67.0,72,11,6.0,19,
6/2/13,15:43:51,67.0,78,4,30.0,2,
6/3/13,16:43:51,67.0,56,1,27.0,9,
6/4/13,17:43:51,68.0,55,12,17.0,10,
6/5/13,18:43:51,69.0,61,13,8.0,15,
6/6/13,19:43:51,69.0,69,15,11.0,4,
6/7/13,20:43:51,,56,18,18.0,4,
6/8/13,21:43:51,67.0,73,1,11.0,4,
6/9/13,22:43:51,,78,2,10.0,4,
6/10/13,23:43:51,,64,19,1.0,12,
6/11/13,0:13:20,67.0,76,10,26.0,10,
6/12/13,1:13:20,67.0,55,20,,12,
6/13/13,2:13:20,66.0,58,20,8.0,17,
6/14/13,3:13:20,68.0,79,15,18.0,17,
6/15/13,4:13:20,68.0,70,5,23.0,4,
6/16/13,5:13:20,66.0,69,1,9.0,14,
6/17/13,6:13:20,65.0,70,4,26.0,16,
6/18/13,7:13:20,70.0,76,20,9.0,17,
6/19/13,8:13:20,69.0,71,4,21.0,16,
6/20/13,9:13:20,66.0,78,8,7.0,3,
6/21/13,10:13:20,70.0,62,5,,17,
6/22/13,11:13:20,70.0,73,11,29.0,14,
6/23/13,12:13:20,65.0,66,17,15.0,13,
6/24/13,13:13:20,65.0,62,20,23.0,16,
6/25/13,14:13:20,70.0,74,2,5.0,18,
6/26/13,15:13:20,70.0,78,16,,19,
6/27/13,16:13:20,70.0,69,10,22.0,18,
6/28/13,17:13:20,66.0,64,10,12.0,14,
6/29/13,18:13:20,70.0,59,10,12.0,17,
6/30/13,19:13:20,65.0,73,16,16.0,10,
6/1/13,20:13:20,67.0,57,16,28.0,20,
6/2/13,21:13:20,68.0,57,2,9.0,7,
6/3/13,22:13:20,66.0,63,18,29.0,16,
6/4/13,23:13:20,69.0,71,3,12.0,15,
6/5/13,0:33:07,66.0,80,1,5.0,18,
6/6/13,1:33:07,69.0,71,13,24.0,16,
6/7/13,2:33:07,69.0,68,15,28.0,11,
6/8/13,3:33:07,69.0,80,15,16.0,11,
6/9/13,4:33:07,65.0,69,3,18.0,20,
6/10/13,5:33:07,65.0,77,9,13.0,19,
6/11/13,6:33:07,66.0,56,4,15.0,1,
6/12/13,7:33:07,67.0,55,18,12.0,15,
6/13/13,8:33:07,69.0,58,4,15.0,12,
6/14/13,9:33:07,69.0,57,8,29.0,10,
6/15/13,10:33:07,68.0,76,8,13.0,20,
6/16/13,11:33:07,68.0,59,8,19.0,2,
6/17/13,12:33:07,68.0,59,18,28.0,5,
6/18/13,13:33:07,68.0,63,20,9.0,5,
6/19/13,14:33:07,66.0,65,10,12.0,2,
6/20/13,15:33:07,65.0,79,9,20.0,11,
6/21/13,16:33:07,68.0,75,8,28.0,1,
6/22/13,17:33:07,66.0,61,20,12.0,12,
6/23/13,18:33:07,65.0,75,17,11.0,17,
6/24/13,19:33:07,68.0,65,9,14.0,1,
6/25/13,20:33:07,,71,12,,11,
6/26/13,21:33:07,66.0,74,4,30.0,16,
6/27/13,22:33:07,67.0,73,5,6.0,8,
6/28/13,23:33:07,66.0,78,15,12.0,20,
6/29/13,0:00:01,68.0,79,9,,9,
6/30/13,1:00:01,65.0,80,16,25.0,14,
6/1/13,2:00:01,70.0,57,8,6.0,8,
6/2/13,3:00:01,67.0,75,1,9.0,16,
6/3/13,4:00:01,65.0,76,13,20.0,7,
6/4/13,5:00:01,69.0,80,10,23.0,4,
6/5/13,6:00:01,68.0,68,19,14.0,8,
6/6/13,7:00:01,69.0,70,14,14.0,7,
6/7/13,8:00:01,65.0,55,19,18.0,19,
6/8/13,9:00:01,68.0,80,10,,20,
6/9/13,10:00:01,68.0,57,8,12.0,11,
6/10/13,11:00:01,70.0,66,8,19.0,6,
6/11/13,12:00:01,70.0,72,13,5.0,15,
6/12/13,13:00:01,67.0,66,13,11.0,4,
6/13/13,14:00:01,68.0,72,7,25.0,14,
6/14/13,15:00:01,69.0,79,14,20.0,6,
6/15/13,16:00:01,69.0,62,5,14.0,19,
6/16/13,17:00:01,69.0,73,14,25.0,9,
6/17/13,18:00:01,67.0,76,12,23.0,12,
6/18/13,19:00:01,65.0,61,14,,3,
6/19/13,20:00:01,69.0,76,16,12.0,20,
6/20/13,21:00:01,69.0,70,8,,10,
6/21/13,22:00:01,66.0,76,6,29.0,13,
6/22/13,23:00:01,67.0,80,10,4.0,19,
6/23/13,0:13:19,66.0,56,15,,13,
6/24/13,1:13:19,66.0,78,16,6.0,12,
6/25/13,2:13:19,70.0,69,4,1.0,5,
6/26/13,3:13:19,66.0,61,15,25.0,3,
6/27/13,4:13:19,69.0,60,13,,9,
6/28/13,5:13:19,65.0,66,4,20.0,3,
6/29/13,6:13:19,69.0,69,5,27.0,9,
6/30/13,7:13:19,70.0,71,18,22.0,1,
6/1/13,8:13:19,67.0,68,16,6.0,3,
6/2/13,9:13:19,65.0,64,10,19.0,17,
6/3/13,10:13:19,68.0,77,12,23.0,19,
6/4/13,11:13:19,,75,1,17.0,20,
6/5/13,12:13:19,69.0,68,8,9.0,11,
6/6/13,13:13:19,70.0,69,1,14.0,8,
6/7/13,14:13:19,67.0,67,19,9.0,16,
6/8/13,15:13:19,68.0,64,16,12.0,3,
6/9/13,16:13:19,,69,12,5.0,7,
6/10/13,17:13:19,66.0,64,1,15.0,19,
6/11/13,18:13:19,66.0,63,11,27.0,10,
6/12/13,19:13:19,,74,14,21.0,12,
6/13/13,20:13:19,66.0,73,10,2.0,8,
6/14/13,21:13:19,65.0,73,11,26.0,17,
6/15/13,22:13:19,67.0,56,18,29.0,4,
6/16/13,23:13:19,66.0,78,11,4.0,6,
6/17/13,0:43:51,68.0,73,19,17.0,16,
6/18/13,1:43:51,68.0,61,6,28.0,12,
6/19/13,2:43:51,,74,19,3.0,6,
6/20/13,3:43:51,70.0,63,15,24.0,4,
6/21/13,4:43:51,67.0,77,9,7.0,10,
6/22/13,5:43:51,,64,11,16.0,8,
6/23/13,6:43:51,69.0,63,9,27.0,6,
6/24/13,7:43:51,70.0,66,4,19.0,18,
6/25/13,8:43:51,65.0,68,7,,17,
6/26/13,9:43:51,67.0,78,14,17.0,5,
6/27/13,10:43:51,67.0,75,19,21.0,5,
6/28/13,11:43:51,69.0,72,8,28.0,16,
6/29/13,12:43:51,69.0,62,4,,1,
6/30/13,13:43:51,,65,8,23.0,3,
6/1/13,14:43:51,66.0,77,8,16.0,13,
6/2/13,15:43:51,70.0,73,14,18.0,16,
6/3/13,16:43:51,69.0,60,7,27.0,8,
6/4/13,17:43:51,66.0,60,18,24.0,4,
6/5/13,18:43:51,,72,14,16.0,15,
6/6/13,19:43:51,,66,11,3.0,15,
6/7/13,20:43:51,69.0,60,2,18.0,16,
6/8/13,21:43:51,67.0,79,19,19.0,1,
6/9/13,22:43:51,65.0,76,20,15.0,16,
6/10/13,23:43:51,69.0,68,13,30.0,16,
6/11/13,0:13:20,69.0,62,8,13.0,15,
6/12/13,1:13:20,,77,6,3.0,12,
6/13/13,2:13:20,,74,1,6.0,16,
6/14/13,3:13:20,67.0,75,12,9.0,17,
6/15/13,4:13:20,69.0,65,6,6.0,17,
6/16/13,5:13:20,,65,20,21.0,6,
